id_venda,data_venda,loja,categoria_produto,produto,quantidade,preco_unitario,valor_total,vendedor,forma_pagamento,cidade,uf
HAV001060,2024-05-23,Havan Balneário Camboriú,Utilidades Domésticas,Chaleira Inox,1,209.88,209.88,Patrícia Santos,Dinheiro,Balneário Camboriú,SC
HAV001061,2024-01-27,Havan Londrina,Brinquedos,Carrinho Hot Wheels,1,37.44,37.44,Lucas Oliveira,Dinheiro,Londrina,SC
HAV001062,2024-02-26,Havan Brusque,Brinquedos,Quebra-cabeça 1000 peças,1,169.79,169.79,Lucas Oliveira,PIX,Brusque,SC
HAV001063,2024-08-17,Havan Itajaí,Vestuário,Camiseta Polo,3,362.53,1087.59,João Mendes,PIX,Itajaí,SC
HAV001064,2024-09-29,Havan Blumenau,Móveis,Estante Decorativa,2,331.13,662.26,Lucas Oliveira,Cartão de crédito,Blumenau,SC
HAV001065,2025-08-16,Havan Balneário Camboriú,Utilidades Domésticas,Conjunto de Panelas Tramontina,2,157.87,315.74,Patrícia Santos,Cartão de crédito,Balneário Camboriú,SC
HAV001066,2025-10-22,Havan Itajaí,Eletrônicos,Fone Bluetooth JBL,1,4597.45,4597.45,Fernanda Lima,Cartão de crédito,Itajaí,SC
HAV001067,2024-01-05,Havan Balneário Camboriú,"Cama, Mesa e Banho",Travesseiro Nasa,2,102.56,205.12,Mariana Costa,Cartão de crédito,Balneário Camboriú,SC
HAV001068,2024-03-10,Havan Florianópolis,"Cama, Mesa e Banho",Travesseiro Nasa,3,229.43,688.29,Patrícia Santos,PIX,Florianópolis,SC
HAV001069,2024-03-27,Havan Balneário Camboriú,Eletrônicos,Tablet Samsung,1,685.75,685.75,Fernanda Lima,Cartão de crédito,Balneário Camboriú,SC
HAV001070,2025-11-02,Havan Londrina,Brinquedos,Carrinho Hot Wheels,1,86.73,86.73,Ana Silva,Dinheiro,Londrina,SC
HAV001071,2024-10-29,Havan Itajaí,Eletrônicos,"Smart TV 50""",1,1687.12,1687.12,João Mendes,PIX,Itajaí,SC
HAV001072,2024-07-06,Havan Balneário Camboriú,Móveis,Mesa de Jantar 6 lugares,1,4967.7,4967.7,Fernanda Lima,PIX,Balneário Camboriú,SC
HAV001073,2024-09-30,Havan Balneário Camboriú,Eletrodomésticos,Micro-ondas Electrolux,4,2189.45,8757.8,Ana Silva,Cartão de débito,Balneário Camboriú,SC
HAV001074,2024-06-05,Havan Blumenau,Móveis,Sofá 3 Lugares,1,2409.04,2409.04,Fernanda Lima,PIX,Blumenau,SC
HAV001075,2024-08-17,Havan Curitiba,Informática,Impressora HP,3,333.56,1000.68,Patrícia Santos,PIX,Curitiba,SC
HAV001076,2025-06-02,Havan Florianópolis,Móveis,Guarda-roupa 6 portas,2,1588.17,3176.34,Rodrigo Alves,Cartão de crédito,Florianópolis,SC
HAV001077,2025-03-07,Havan Florianópolis,Brinquedos,Carrinho Hot Wheels,2,196.44,392.88,João Mendes,Cartão de crédito,Florianópolis,SC
HAV001078,2024-01-08,Havan Londrina,Informática,Teclado Mecânico,3,616.16,1848.48,Patrícia Santos,Cartão de crédito,Londrina,SC
HAV001079,2025-07-03,Havan Florianópolis,Eletrodomésticos,Cafeteira Nespresso,2,960.67,1921.34,João Mendes,Cartão de crédito,Florianópolis,SC
HAV001080,2025-02-28,Havan Balneário Camboriú,Utilidades Domésticas,Aparelho de Jantar,2,101.5,203.0,Mariana Costa,Dinheiro,Balneário Camboriú,SC
HAV001081,2024-01-29,Havan Blumenau,Vestuário,Blusa Feminina,2,219.66,439.32,Patrícia Santos,Cartão de crédito,Blumenau,SC
HAV001082,2025-02-28,Havan Blumenau,Brinquedos,Jogo de Tabuleiro,1,28.83,28.83,Patrícia Santos,Cartão de crédito,Blumenau,SC
HAV001083,2024-03-28,Havan Joinville,Eletrodomésticos,Liquidificador Philips,2,918.8,1837.6,Fernanda Lima,PIX,Joinville,SC
HAV001084,2024-01-11,Havan Joinville,"Cama, Mesa e Banho",Jogo de Lençol Queen,4,106.02,424.08,Mariana Costa,PIX,Joinville,SC
HAV001085,2025-05-19,Havan Brusque,Informática,Teclado Mecânico,1,1488.39,1488.39,Fernanda Lima,PIX,Brusque,SC
HAV001086,2025-10-02,Havan Itajaí,Móveis,Guarda-roupa 6 portas,1,4997.3,4997.3,Fernanda Lima,Cartão de crédito,Itajaí,SC
HAV001087,2024-03-01,Havan Balneário Camboriú,Eletrônicos,Notebook Lenovo,1,4591.61,4591.61,Lucas Oliveira,PIX,Balneário Camboriú,SC
HAV001088,2024-04-03,Havan Balneário Camboriú,Utilidades Domésticas,Jogo de Copos,1,352.08,352.08,Carlos Souza,Cartão de crédito,Balneário Camboriú,SC
HAV001089,2025-06-14,Havan Brusque,Eletrônicos,Notebook Lenovo,1,3687.55,3687.55,Mariana Costa,PIX,Brusque,SC
HAV001090,2025-02-12,Havan Blumenau,Eletrônicos,Caixa de Som Alexa,2,3461.0,6922.0,Carlos Souza,PIX,Blumenau,SC
HAV001091,2025-06-11,Havan Balneário Camboriú,Vestuário,Calça Jeans,1,143.01,143.01,Lucas Oliveira,Cartão de crédito,Balneário Camboriú,SC
HAV001092,2024-05-31,Havan Balneário Camboriú,Brinquedos,Carrinho Hot Wheels,1,113.54,113.54,Lucas Oliveira,Cartão de crédito,Balneário Camboriú,SC
HAV001093,2025-06-25,Havan Itajaí,Eletrônicos,Caixa de Som Alexa,4,3461.65,13846.6,João Mendes,PIX,Itajaí,SC
HAV001094,2025-08-06,Havan Joinville,Utilidades Domésticas,Conjunto de Panelas Tramontina,1,239.55,239.55,Patrícia Santos,PIX,Joinville,SC
HAV001095,2025-08-17,Havan Florianópolis,Eletrônicos,"Smart TV 50""",1,1001.14,1001.14,Rodrigo Alves,Cartão de crédito,Florianópolis,SC
HAV001096,2025-09-22,Havan Curitiba,Vestuário,Jaqueta Corta Vento,1,389.18,389.18,Mariana Costa,PIX,Curitiba,SC
HAV001097,2024-09-11,Havan Balneário Camboriú,"Cama, Mesa e Banho",Travesseiro Nasa,1,464.09,464.09,Mariana Costa,Cartão de crédito,Balneário Camboriú,SC
HAV001098,2024-08-19,Havan Brusque,"Cama, Mesa e Banho",Toalha de Banho,1,58.0,58.0,Ana Silva,Cartão de crédito,Brusque,SC
HAV001099,2025-06-27,Havan Balneário Camboriú,Vestuário,Blusa Feminina,1,477.63,477.63,Carlos Souza,Cartão de crédito,Balneário Camboriú,SC
HAV001100,2025-04-07,Havan Joinville,"Cama, Mesa e Banho",Edredom Casal,4,232.31,929.24,João Mendes,Cartão de crédito,Joinville,SC
HAV001101,2024-04-25,Havan Brusque,Informática,HD Externo 1TB,4,1652.4,6609.6,Mariana Costa,Cartão de crédito,Brusque,SC
HAV001102,2025-05-17,Havan Florianópolis,Eletrodomésticos,Aspirador Mondial,1,4395.65,4395.65,Fernanda Lima,Cartão de crédito,Florianópolis,SC
HAV001103,2025-08-10,Havan Brusque,Informática,Impressora HP,1,2093.98,2093.98,Mariana Costa,PIX,Brusque,SC
HAV001104,2025-05-09,Havan Joinville,Eletrodomésticos,Aspirador Mondial,4,3808.14,15232.56,Carlos Souza,Cartão de débito,Joinville,SC
HAV001105,2025-07-07,Havan Brusque,Eletrônicos,Tablet Samsung,1,1443.3,1443.3,Rodrigo Alves,PIX,Brusque,SC
HAV001106,2025-07-14,Havan Itajaí,Eletrônicos,Notebook Lenovo,2,1316.72,2633.44,Carlos Souza,Cartão de crédito,Itajaí,SC
HAV001107,2024-01-21,Havan Brusque,Eletrodomésticos,Cafeteira Nespresso,1,813.02,813.02,Ana Silva,Cartão de crédito,Brusque,SC
HAV001108,2024-01-24,Havan Joinville,Eletrodomésticos,Liquidificador Philips,4,1108.26,4433.04,João Mendes,Cartão de débito,Joinville,SC
HAV001109,2025-02-19,Havan Florianópolis,Eletrônicos,Caixa de Som Alexa,1,4712.91,4712.91,Patrícia Santos,PIX,Florianópolis,SC
HAV001110,2024-12-11,Havan Balneário Camboriú,Eletrônicos,"Smart TV 50""",4,2610.0,10440.0,Carlos Souza,Cartão de crédito,Balneário Camboriú,SC
HAV001111,2024-06-18,Havan Curitiba,Vestuário,Camiseta Polo,3,62.58,187.74,Ana Silva,Cartão de crédito,Curitiba,PR
HAV001112,2024-12-17,Havan Florianópolis,Brinquedos,Quebra-cabeça 1000 peças,1,362.84,362.84,Carlos Souza,Cartão de crédito,Florianópolis,SC
HAV001113,2025-04-23,Havan Blumenau,Brinquedos,Jogo de Tabuleiro,1,123.26,123.26,Lucas Oliveira,Cartão de crédito,Blumenau,SC
HAV001114,2024-06-28,Havan Blumenau,"Cama, Mesa e Banho",Edredom Casal,2,354.91,709.82,Lucas Oliveira,PIX,Blumenau,SC
HAV001115,2025-07-27,Havan Londrina,"Cama, Mesa e Banho",Travesseiro Nasa,1,359.94,359.94,Carlos Souza,Cartão de débito,Londrina,SC
HAV001116,2024-05-06,Havan Londrina,Eletrodomésticos,Geladeira Brastemp,2,1460.21,2920.42,Ana Silva,PIX,Londrina,PR
HAV001117,2024-04-17,Havan Brusque,Vestuário,Jaqueta Corta Vento,2,458.65,917.3,Rodrigo Alves,Cartão de débito,Brusque,SC
HAV001118,2024-04-09,Havan Balneário Camboriú,Informática,Mouse Logitech,2,2664.42,5328.84,João Mendes,PIX,Balneário Camboriú,SC
HAV001119,2024-11-03,Havan Blumenau,Vestuário,Camiseta Polo,1,72.66,72.66,Ana Silva,PIX,Blumenau,SC
HAV001120,2024-04-26,Havan Blumenau,Móveis,Mesa de Jantar 6 lugares,1,497.39,497.39,Carlos Souza,Cartão de crédito,Blumenau,SC
HAV001121,2024-06-18,Havan Blumenau,"Cama, Mesa e Banho",Toalha de Banho,1,220.01,220.01,Fernanda Lima,Dinheiro,Blumenau,SC
HAV001122,2025-02-21,Havan Brusque,"Cama, Mesa e Banho",Cortina Blackout,1,233.7,233.7,Rodrigo Alves,Cartão de crédito,Brusque,SC
HAV001123,2025-06-09,Havan Joinville,Vestuário,Calça Jeans,2,375.55,751.1,Rodrigo Alves,PIX,Joinville,SC
HAV001124,2025-07-30,Havan Itajaí,Vestuário,Jaqueta Corta Vento,1,273.37,273.37,Carlos Souza,Cartão de crédito,Itajaí,SC
HAV001125,2025-04-13,Havan Blumenau,Eletrodomésticos,Micro-ondas Electrolux,1,470.95,470.95,Ana Silva,Cartão de crédito,Blumenau,SC
HAV001126,2025-05-26,Havan Joinville,"Cama, Mesa e Banho",Toalha de Banho,4,65.7,262.8,Mariana Costa,Cartão de crédito,Joinville,SC
HAV001127,2025-07-13,Havan Itajaí,Eletrônicos,Tablet Samsung,1,2167.35,2167.35,Lucas Oliveira,PIX,Itajaí,SC
HAV001128,2025-08-04,Havan Balneário Camboriú,Brinquedos,Jogo de Tabuleiro,1,172.93,172.93,Rodrigo Alves,Cartão de crédito,Balneário Camboriú,SC
HAV001129,2024-06-08,Havan Londrina,Eletrônicos,Fone Bluetooth JBL,3,3630.06,10890.18,Ana Silva,Cartão de crédito,Londrina,PR
HAV001130,2024-01-26,Havan Florianópolis,Utilidades Domésticas,Tábua de Corte,1,311.5,311.5,Carlos Souza,Cartão de crédito,Florianópolis,SC
HAV001131,2025-09-13,Havan Brusque,Utilidades Domésticas,Tábua de Corte,1,306.39,306.39,João Mendes,PIX,Brusque,SC
HAV001132,2025-01-13,Havan Joinville,Móveis,Mesa de Jantar 6 lugares,3,3768.61,11305.83,Patrícia Santos,Cartão de crédito,Joinville,SC
HAV001133,2024-10-14,Havan Blumenau,Utilidades Domésticas,Jogo de Copos,2,155.67,311.34,Mariana Costa,Dinheiro,Blumenau,SC
HAV001134,2025-09-16,Havan Itajaí,Vestuário,Blusa Feminina,2,228.63,457.26,Carlos Souza,Cartão de crédito,Itajaí,SC
HAV001135,2025-02-21,Havan Balneário Camboriú,Informática,HD Externo 1TB,1,1812.97,1812.97,Ana Silva,Cartão de crédito,Balneário Camboriú,SC
HAV001136,2025-07-24,Havan Curitiba,Brinquedos,Boneca Barbie,3,287.87,863.61,João Mendes,Cartão de débito,Curitiba,SC
HAV001137,2024-04-10,Havan Brusque,Informática,"Monitor 24""",1,571.37,571.37,João Mendes,PIX,Brusque,SC
HAV001138,2024-09-08,Havan Curitiba,Móveis,Sofá 3 Lugares,2,3285.05,6570.1,Mariana Costa,Cartão de crédito,Curitiba,PR
HAV001139,2024-12-16,Havan Blumenau,Brinquedos,Boneca Barbie,2,304.9,609.8,Ana Silva,PIX,Blumenau,SC
HAV001140,2024-11-01,Havan Balneário Camboriú,Vestuário,Blusa Feminina,1,335.02,335.02,Fernanda Lima,PIX,Balneário Camboriú,SC
HAV001141,2024-08-07,Havan Florianópolis,Utilidades Domésticas,Aparelho de Jantar,2,284.43,568.86,Patrícia Santos,PIX,Florianópolis,SC
HAV001142,2025-04-08,Havan Londrina,Brinquedos,Boneca Barbie,1,59.47,59.47,Lucas Oliveira,PIX,Londrina,SC
HAV001143,2024-06-07,Havan Itajaí,Informática,"Monitor 24""",1,2282.2,2282.2,Patrícia Santos,PIX,Itajaí,SC
HAV001144,2024-01-15,Havan Londrina,Móveis,Cadeira Gamer,2,1373.74,2747.48,Fernanda Lima,Dinheiro,Londrina,PR
HAV001145,2025-03-23,Havan Itajaí,Eletrodomésticos,Micro-ondas Electrolux,1,1049.7,1049.7,Carlos Souza,Cartão de crédito,Itajaí,SC
HAV001146,2025-04-01,Havan Blumenau,"Cama, Mesa e Banho",Travesseiro Nasa,1,488.17,488.17,Ana Silva,PIX,Blumenau,SC
HAV001147,2024-01-12,Havan Florianópolis,Eletrodomésticos,Liquidificador Philips,1,886.55,886.55,Lucas Oliveira,PIX,Florianópolis,SC
HAV001148,2025-04-17,Havan Brusque,Utilidades Domésticas,Aparelho de Jantar,1,178.84,178.84,Rodrigo Alves,Cartão de crédito,Brusque,SC
HAV001149,2024-03-14,Havan Blumenau,Móveis,Cadeira Gamer,4,3533.53,14134.12,Lucas Oliveira,Cartão de crédito,Blumenau,SC
HAV001150,2024-07-20,Havan Itajaí,Vestuário,Tênis Nike,4,385.79,1543.16,Rodrigo Alves,Cartão de crédito,Itajaí,SC
HAV001151,2024-06-22,Havan Londrina,Brinquedos,Quebra-cabeça 1000 peças,4,122.95,491.8,Carlos Souza,Cartão de débito,Londrina,PR
HAV001152,2024-06-06,Havan Curitiba,Vestuário,Blusa Feminina,3,494.5,1483.5,Patrícia Santos,Cartão de crédito,Curitiba,SC
HAV001153,2025-11-06,Havan Londrina,"Cama, Mesa e Banho",Travesseiro Nasa,1,73.17,73.17,João Mendes,Cartão de crédito,Londrina,PR
HAV001154,2024-05-20,Havan Londrina,Móveis,Estante Decorativa,3,3886.43,11659.29,Carlos Souza,Cartão de crédito,Londrina,PR
HAV001155,2024-10-06,Havan Itajaí,Informática,Mouse Logitech,2,147.06,294.12,Mariana Costa,Cartão de crédito,Itajaí,SC
HAV001156,2025-09-06,Havan Brusque,Utilidades Domésticas,Chaleira Inox,2,225.72,451.44,João Mendes,Cartão de crédito,Brusque,SC
HAV001157,2024-04-01,Havan Brusque,Móveis,Mesa de Jantar 6 lugares,2,314.77,629.54,Patrícia Santos,Dinheiro,Brusque,SC
HAV001158,2025-04-09,Havan Itajaí,Móveis,Cadeira Gamer,3,2330.7,6992.1,Ana Silva,Cartão de débito,Itajaí,SC
HAV001159,2024-03-02,Havan Joinville,Eletrônicos,Fone Bluetooth JBL,1,605.98,605.98,Patrícia Santos,Dinheiro,Joinville,SC
HAV001160,2025-02-21,Havan Brusque,Informática,"Monitor 24""",1,1492.55,1492.55,Ana Silva,Cartão de crédito,Brusque,SC
HAV001161,2025-05-25,Havan Florianópolis,Móveis,Cadeira Gamer,2,3303.7,6607.4,Patrícia Santos,Cartão de crédito,Florianópolis,SC
HAV001162,2024-08-28,Havan Balneário Camboriú,Eletrodomésticos,Cafeteira Nespresso,2,488.48,976.96,Carlos Souza,PIX,Balneário Camboriú,SC
HAV001163,2024-02-08,Havan Brusque,Móveis,Mesa de Jantar 6 lugares,1,1258.99,1258.99,João Mendes,Cartão de débito,Brusque,SC
HAV001164,2025-06-29,Havan Florianópolis,Brinquedos,Jogo de Tabuleiro,2,353.23,706.46,Rodrigo Alves,Cartão de débito,Florianópolis,SC
HAV001165,2025-11-04,Havan Balneário Camboriú,Utilidades Domésticas,Chaleira Inox,1,445.69,445.69,Carlos Souza,Cartão de crédito,Balneário Camboriú,SC
HAV001166,2025-04-20,Havan Londrina,Vestuário,Blusa Feminina,4,152.01,608.04,João Mendes,Dinheiro,Londrina,SC
HAV001167,2024-05-04,Havan Brusque,Eletrônicos,Fone Bluetooth JBL,4,4824.28,19297.12,Rodrigo Alves,Cartão de crédito,Brusque,SC
HAV001168,2024-01-05,Havan Florianópolis,Móveis,Estante Decorativa,2,4297.65,8595.3,Carlos Souza,PIX,Florianópolis,SC
HAV001169,2024-08-26,Havan Londrina,Vestuário,Jaqueta Corta Vento,2,72.7,145.4,Ana Silva,Cartão de crédito,Londrina,PR
HAV001170,2025-11-08,Havan Blumenau,Utilidades Domésticas,Aparelho de Jantar,1,125.89,125.89,Ana Silva,Cartão de crédito,Blumenau,SC
HAV001171,2025-06-15,Havan Balneário Camboriú,Móveis,Cadeira Gamer,1,2261.55,2261.55,Lucas Oliveira,Cartão de crédito,Balneário Camboriú,SC
HAV001172,2025-09-03,Havan Joinville,Informática,"Monitor 24""",1,1541.14,1541.14,Fernanda Lima,Cartão de crédito,Joinville,SC
HAV001173,2025-11-07,Havan Itajaí,Utilidades Domésticas,Jogo de Copos,2,337.85,675.7,Patrícia Santos,PIX,Itajaí,SC
HAV001174,2025-07-08,Havan Joinville,Eletrodomésticos,Cafeteira Nespresso,2,3786.02,7572.04,Lucas Oliveira,PIX,Joinville,SC
HAV001175,2024-06-13,Havan Curitiba,Móveis,Estante Decorativa,4,4938.41,19753.64,João Mendes,Cartão de crédito,Curitiba,PR
HAV001176,2024-11-09,Havan Brusque,"Cama, Mesa e Banho",Cortina Blackout,1,461.78,461.78,Ana Silva,PIX,Brusque,SC
HAV001177,2025-08-06,Havan Brusque,Utilidades Domésticas,Chaleira Inox,2,85.52,171.04,Ana Silva,Cartão de crédito,Brusque,SC
HAV001178,2024-07-29,Havan Londrina,Informática,"Monitor 24""",2,601.98,1203.96,Rodrigo Alves,PIX,Londrina,SC
HAV001179,2024-12-18,Havan Blumenau,Utilidades Domésticas,Conjunto de Panelas Tramontina,4,94.88,379.52,João Mendes,Dinheiro,Blumenau,SC
HAV001180,2024-04-13,Havan Balneário Camboriú,Informática,Teclado Mecânico,2,703.26,1406.52,Patrícia Santos,Cartão de crédito,Balneário Camboriú,SC
HAV001181,2024-03-04,Havan Blumenau,Utilidades Domésticas,Aparelho de Jantar,1,409.63,409.63,Carlos Souza,Cartão de crédito,Blumenau,SC
HAV001182,2025-09-03,Havan Curitiba,Brinquedos,Lego Star Wars,4,190.32,761.28,Rodrigo Alves,PIX,Curitiba,SC
HAV001183,2024-07-28,Havan Balneário Camboriú,Vestuário,Calça Jeans,2,425.93,851.86,Ana Silva,Cartão de crédito,Balneário Camboriú,SC
HAV001184,2024-04-04,Havan Itajaí,Vestuário,Jaqueta Corta Vento,2,155.56,311.12,Patrícia Santos,Cartão de crédito,Itajaí,SC
HAV001185,2024-03-01,Havan Balneário Camboriú,Vestuário,Blusa Feminina,1,240.04,240.04,Patrícia Santos,Dinheiro,Balneário Camboriú,SC
HAV001186,2024-03-20,Havan Blumenau,Vestuário,Jaqueta Corta Vento,4,204.44,817.76,Carlos Souza,PIX,Blumenau,SC
HAV001187,2025-01-17,Havan Florianópolis,Eletrodomésticos,Cafeteira Nespresso,1,1746.49,1746.49,Patrícia Santos,PIX,Florianópolis,SC
HAV001188,2025-03-20,Havan Joinville,Eletrodomésticos,Aspirador Mondial,2,2583.02,5166.04,Carlos Souza,Cartão de crédito,Joinville,SC
HAV001189,2025-05-08,Havan Londrina,Vestuário,Blusa Feminina,1,92.94,92.94,Mariana Costa,Cartão de crédito,Londrina,SC
HAV001190,2025-04-04,Havan Blumenau,Eletrônicos,Caixa de Som Alexa,4,2096.67,8386.68,Patrícia Santos,Cartão de crédito,Blumenau,SC
HAV001191,2025-10-21,Havan Balneário Camboriú,Informática,"Monitor 24""",3,2577.25,7731.75,Fernanda Lima,Cartão de crédito,Balneário Camboriú,SC
HAV001192,2025-04-19,Havan Balneário Camboriú,Utilidades Domésticas,Conjunto de Panelas Tramontina,1,151.88,151.88,Lucas Oliveira,Cartão de débito,Balneário Camboriú,SC
HAV001193,2025-03-04,Havan Londrina,Móveis,Guarda-roupa 6 portas,3,2742.37,8227.11,Rodrigo Alves,PIX,Londrina,PR
HAV001194,2024-06-14,Havan Curitiba,Eletrônicos,Caixa de Som Alexa,2,3944.25,7888.5,Ana Silva,Cartão de crédito,Curitiba,PR
HAV001195,2025-03-19,Havan Brusque,"Cama, Mesa e Banho",Edredom Casal,4,223.62,894.48,Patrícia Santos,PIX,Brusque,SC
HAV001196,2025-02-11,Havan Joinville,Informática,"Monitor 24""",2,1470.07,2940.14,Rodrigo Alves,PIX,Joinville,SC
HAV001197,2024-01-04,Havan Itajaí,Informática,Impressora HP,2,573.49,1146.98,Ana Silva,Cartão de crédito,Itajaí,SC
HAV001198,2025-04-02,Havan Curitiba,Eletrônicos,"Smart TV 50""",4,3822.57,15290.28,Patrícia Santos,PIX,Curitiba,PR
HAV001199,2024-10-22,Havan Londrina,Brinquedos,Quebra-cabeça 1000 peças,2,332.68,665.36,Lucas Oliveira,Cartão de crédito,Londrina,SC
HAV001200,2025-03-13,Havan Curitiba,Informática,Teclado Mecânico,3,2741.06,8223.18,Patrícia Santos,Dinheiro,Curitiba,PR
HAV001201,2025-03-24,Havan Londrina,Vestuário,Calça Jeans,2,135.19,270.38,Patrícia Santos,Cartão de débito,Londrina,SC
HAV001202,2024-07-17,Havan Curitiba,Vestuário,Tênis Nike,1,236.37,236.37,Lucas Oliveira,Cartão de crédito,Curitiba,SC
HAV001203,2024-08-14,Havan Itajaí,Eletrodomésticos,Micro-ondas Electrolux,1,3702.49,3702.49,Fernanda Lima,Cartão de crédito,Itajaí,SC
HAV001204,2024-06-29,Havan Florianópolis,Móveis,Cadeira Gamer,1,2632.38,2632.38,Mariana Costa,PIX,Florianópolis,SC
HAV001205,2024-06-26,Havan Florianópolis,Eletrodomésticos,Geladeira Brastemp,1,208.37,208.37,João Mendes,PIX,Florianópolis,SC
HAV001206,2025-04-23,Havan Itajaí,Vestuário,Calça Jeans,1,231.79,231.79,Carlos Souza,Cartão de crédito,Itajaí,SC
HAV001207,2025-11-04,Havan Balneário Camboriú,Utilidades Domésticas,Chaleira Inox,1,93.32,93.32,Mariana Costa,Cartão de crédito,Balneário Camboriú,SC
HAV001208,2024-08-08,Havan Brusque,Eletrônicos,"Smart TV 50""",4,1570.88,6283.52,Ana Silva,Dinheiro,Brusque,SC
HAV001209,2024-01-14,Havan Itajaí,Utilidades Domésticas,Tábua de Corte,1,377.19,377.19,Carlos Souza,Cartão de crédito,Itajaí,SC
HAV001210,2025-03-02,Havan Florianópolis,Eletrodomésticos,Micro-ondas Electrolux,1,979.61,979.61,Carlos Souza,PIX,Florianópolis,SC
HAV001211,2024-10-12,Havan Joinville,Utilidades Domésticas,Aparelho de Jantar,3,272.97,818.91,Rodrigo Alves,Cartão de débito,Joinville,SC
HAV001212,2024-09-22,Havan Joinville,Móveis,Mesa de Jantar 6 lugares,1,3506.98,3506.98,Carlos Souza,PIX,Joinville,SC
HAV001213,2025-05-18,Havan Joinville,Eletrodomésticos,Liquidificador Philips,1,3771.19,3771.19,Lucas Oliveira,PIX,Joinville,SC
HAV001214,2025-10-14,Havan Itajaí,Vestuário,Camiseta Polo,1,190.24,190.24,Patrícia Santos,Cartão de débito,Itajaí,SC
HAV001215,2024-04-20,Havan Curitiba,Vestuário,Tênis Nike,1,385.01,385.01,Rodrigo Alves,Cartão de débito,Curitiba,PR
HAV001216,2025-05-13,Havan Brusque,Brinquedos,Jogo de Tabuleiro,3,305.29,915.87,Mariana Costa,PIX,Brusque,SC
HAV001217,2025-07-08,Havan Curitiba,Eletrônicos,Tablet Samsung,2,1349.22,2698.44,Mariana Costa,Cartão de crédito,Curitiba,PR
HAV001218,2025-06-10,Havan Blumenau,"Cama, Mesa e Banho",Toalha de Banho,2,102.85,205.7,João Mendes,PIX,Blumenau,SC
HAV001219,2025-03-02,Havan Balneário Camboriú,Informática,Mouse Logitech,4,866.64,3466.56,João Mendes,Cartão de débito,Balneário Camboriú,SC
HAV001220,2024-11-17,Havan Londrina,Eletrônicos,Notebook Lenovo,2,3789.09,7578.18,Rodrigo Alves,Cartão de crédito,Londrina,PR
HAV001221,2025-08-31,Havan Blumenau,Informática,Teclado Mecânico,1,2317.18,2317.18,João Mendes,Cartão de débito,Blumenau,SC
HAV001222,2024-08-18,Havan Florianópolis,Utilidades Domésticas,Aparelho de Jantar,2,477.29,954.58,Carlos Souza,Dinheiro,Florianópolis,SC
HAV001223,2024-09-04,Havan Joinville,Móveis,Guarda-roupa 6 portas,3,622.97,1868.91,Carlos Souza,Cartão de crédito,Joinville,SC
HAV001224,2025-01-17,Havan Joinville,Brinquedos,Lego Star Wars,2,278.45,556.9,Fernanda Lima,Cartão de débito,Joinville,SC
HAV001225,2024-05-28,Havan Blumenau,Eletrônicos,Tablet Samsung,2,4838.85,9677.7,João Mendes,Cartão de crédito,Blumenau,SC
HAV001226,2024-05-13,Havan Blumenau,Vestuário,Camiseta Polo,1,356.29,356.29,Rodrigo Alves,Cartão de crédito,Blumenau,SC
HAV001227,2025-08-17,Havan Curitiba,Brinquedos,Lego Star Wars,1,60.75,60.75,Carlos Souza,Cartão de crédito,Curitiba,SC
HAV001228,2024-11-08,Havan Brusque,"Cama, Mesa e Banho",Travesseiro Nasa,3,265.06,795.18,Fernanda Lima,PIX,Brusque,SC
HAV001229,2024-01-31,Havan Balneário Camboriú,Móveis,Cadeira Gamer,4,1589.7,6358.8,Patrícia Santos,Cartão de crédito,Balneário Camboriú,SC
HAV001230,2025-05-24,Havan Curitiba,Móveis,Sofá 3 Lugares,1,2264.05,2264.05,Ana Silva,Cartão de crédito,Curitiba,SC
HAV001231,2025-04-14,Havan Londrina,Utilidades Domésticas,Jogo de Copos,1,330.01,330.01,Carlos Souza,Cartão de crédito,Londrina,PR
HAV001232,2025-04-17,Havan Balneário Camboriú,Eletrônicos,"Smart TV 50""",2,714.18,1428.36,João Mendes,PIX,Balneário Camboriú,SC
HAV001233,2025-02-04,Havan Brusque,Móveis,Mesa de Jantar 6 lugares,3,3570.17,10710.51,Carlos Souza,PIX,Brusque,SC
HAV001234,2025-01-19,Havan Itajaí,Utilidades Domésticas,Chaleira Inox,2,122.49,244.98,Patrícia Santos,PIX,Itajaí,SC
HAV001235,2024-09-21,Havan Londrina,"Cama, Mesa e Banho",Edredom Casal,1,439.51,439.51,Rodrigo Alves,Cartão de crédito,Londrina,SC
HAV001236,2025-02-03,Havan Brusque,Móveis,Mesa de Jantar 6 lugares,2,542.45,1084.9,Patrícia Santos,PIX,Brusque,SC
HAV001237,2024-08-22,Havan Curitiba,Vestuário,Blusa Feminina,2,130.52,261.04,Fernanda Lima,PIX,Curitiba,SC
HAV001238,2025-09-20,Havan Joinville,Informática,Impressora HP,1,1359.98,1359.98,Lucas Oliveira,Cartão de crédito,Joinville,SC
HAV001239,2024-06-26,Havan Blumenau,Informática,HD Externo 1TB,3,2122.65,6367.95,João Mendes,Cartão de crédito,Blumenau,SC
HAV001240,2024-03-23,Havan Brusque,Vestuário,Jaqueta Corta Vento,2,414.25,828.5,Carlos Souza,Cartão de débito,Brusque,SC
